"File","HasEntityAttr","HasRepo","HasClient","HasQueryable","HasAdo","HasFilterable","HasRawSql"
"modularity\system\JNPF.Systems\System\ModuleFormService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems\System\ModuleService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems\System\PortalManageService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems\System\PrintDevService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems\System\PrintLogService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems\System\ProvinceAtlasService.cs","False","True","False","True","False","False","False"
"modularity\system\JNPF.Systems\System\ProvinceService.cs","False","True","False","True","False","False","True"
"modularity\system\JNPF.Systems\System\ScheduleService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems\System\SignatureService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems\System\SynThirdInfoService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems\System\SysConfigService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems\System\SysLogService.cs","False","True","False","True","False","False","True"
"modularity\system\JNPF.Systems\System\SystemService.cs","False","True","True","True","False","False","True"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\AuthorizeEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\ColumnsPurviewEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\GroupEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\OrganizeAdministratorEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\OrganizeEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\OrganizeRelationEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\PermissionGroupEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\PositionEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\RoleEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\SignImgEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\SocialsUsersEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\UserEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\UserOldPasswordEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\Permission\UserRelationEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\AdvancedQuerySchemeEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ApiLogEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\BillRuleEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ComFieldsEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\CommonWordsEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\DataInterfaceEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\DataInterfaceLogEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\DataInterfaceUserEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\DataInterfaceVariateEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\DbLinkEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\DictionaryDataEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\DictionaryTypeEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\InterfaceOauthEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ModuleButtonEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ModuleColumnEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ModuleDataAuthorizeEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ModuleDataAuthorizeLinkEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ModuleDataAuthorizeSchemeEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ModuleEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ModuleFormEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\PortalManageEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\PrintDevEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\PrintLogEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ProvinceAtlasEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ProvinceEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ScheduleEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ScheduleLogEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\ScheduleUserEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\SignatureEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\SignatureUserEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\SynThirdInfoEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\SysConfigEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\SysLogEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Entity\System\SystemEntity.cs","True","False","False","False","False","False","False"
"modularity\system\JNPF.Systems.Entitys\Mapper\SystemMapper.cs","False","False","False","False","False","False","False"
"modularity\taskscheduler\JNPF.TaskScheduler\TimeTaskService.cs","False","True","True","True","False","False","True"
"modularity\taskscheduler\JNPF.TaskScheduler\Listener\OnlineUserJob.cs","False","False","False","False","False","False","False"
"modularity\taskscheduler\JNPF.TaskScheduler\Listener\ScheduleJob.cs","False","False","False","False","False","False","False"
"modularity\taskscheduler\JNPF.TaskScheduler\Listener\SpareTimeDemo.cs","False","False","True","False","False","False","False"
"modularity\taskscheduler\JNPF.TaskScheduler.Entitys\Entity\JobDetails.cs","True","False","False","False","False","False","False"
"modularity\taskscheduler\JNPF.TaskScheduler.Entitys\Entity\JobTriggers.cs","True","False","False","False","False","False","False"
"modularity\taskscheduler\JNPF.TaskScheduler.Entitys\Entity\TimeTaskEntity.cs","True","False","False","False","False","False","False"
"modularity\taskscheduler\JNPF.TaskScheduler.Entitys\Entity\TimeTaskLogEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdata\JNPF.VisualData\ScreenCategoryService.cs","False","True","False","True","False","False","True"
"modularity\visualdata\JNPF.VisualData\ScreenComponentService.cs","False","True","False","True","False","False","True"
"modularity\visualdata\JNPF.VisualData\ScreenDataSourceService.cs","False","True","True","True","True","False","True"
"modularity\visualdata\JNPF.VisualData\ScreenGlobalService.cs","False","True","False","True","False","False","True"
"modularity\visualdata\JNPF.VisualData\ScreenMapConfigService.cs","False","True","False","True","False","False","True"
"modularity\visualdata\JNPF.VisualData\ScreenRecordService.cs","False","True","False","True","False","False","True"
"modularity\visualdata\JNPF.VisualData\ScreenService.cs","False","True","True","True","False","False","True"
"modularity\visualdata\JNPF.VisualData.Entitys\Entity\VisualCategoryEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdata\JNPF.VisualData.Entitys\Entity\VisualComponentEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdata\JNPF.VisualData.Entitys\Entity\VisualConfigEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdata\JNPF.VisualData.Entitys\Entity\VisualDBEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdata\JNPF.VisualData.Entitys\Entity\VisualEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdata\JNPF.VisualData.Entitys\Entity\VisualGlobalEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdata\JNPF.VisualData.Entitys\Entity\VisualMapEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdata\JNPF.VisualData.Entitys\Entity\VisualRecordEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdev\JNPF.VisualDev\DashboardService.cs","False","True","True","True","False","False","False"
"modularity\visualdev\JNPF.VisualDev\PortalService.cs","False","True","True","True","False","False","True"
"modularity\visualdev\JNPF.VisualDev\RunService.cs","False","True","True","True","False","False","True"
"modularity\visualdev\JNPF.VisualDev\VisualDevModelDataService.cs","False","True","True","True","False","False","True"
"modularity\visualdev\JNPF.VisualDev\VisualDevService.cs","False","True","True","True","False","False","True"
"modularity\visualdev\JNPF.VisualDev\VisualdevShortLinkService.cs","False","True","True","True","False","False","True"
"modularity\visualdev\JNPF.VisualDev\Query\ListChildTableHelpers.cs","False","False","False","False","False","False","False"
"modularity\visualdev\JNPF.VisualDev\Query\ListConditionalByTableNameFilter.cs","False","False","False","False","False","False","False"
"modularity\visualdev\JNPF.VisualDev\Query\ListSuperQueryInputRewriter.cs","False","False","False","False","False","False","False"
"modularity\visualdev\JNPF.VisualDev\Runtime\CompileConditionalConverter.cs","False","False","False","False","False","False","False"
"modularity\visualdev\JNPF.VisualDev\Runtime\RunSqlCompileGateway.cs","False","False","False","False","False","False","True"
"modularity\visualdev\JNPF.VisualDev.Entitys\Entity\PortalDataEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdev\JNPF.VisualDev.Entitys\Entity\PortalEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdev\JNPF.VisualDev.Entitys\Entity\VisualDevEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdev\JNPF.VisualDev.Entitys\Entity\VisualDevReleaseEntity.cs","True","False","False","False","False","False","False"
"modularity\visualdev\JNPF.VisualDev.Entitys\Entity\VisualDevShortLinkEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow\Manager\FlowTaskManager.cs","False","False","True","False","False","False","True"
"modularity\workflow\JNPF.WorkFlow\Manager\FlowTaskUserUtil.cs","False","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow\Repository\FlowTaskRepository.cs","False","True","True","True","False","False","True"
"modularity\workflow\JNPF.WorkFlow\Service\FlowBeforeService.cs","False","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow\Service\FlowCommentService.cs","False","True","True","True","False","False","True"
"modularity\workflow\JNPF.WorkFlow\Service\FlowDelegateService.cs","False","True","True","True","False","False","True"
"modularity\workflow\JNPF.WorkFlow\Service\FlowFormService.cs","False","True","True","True","False","False","True"
"modularity\workflow\JNPF.WorkFlow\Service\FlowMonitorService.cs","False","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow\Service\FlowTemplateService.cs","False","True","True","True","False","False","True"
"modularity\workflow\JNPF.WorkFlow\WorkFlowForm\LeaveApplyService.cs","False","True","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow\WorkFlowForm\SalesOrderService.cs","False","True","True","True","False","False","True"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowCandidatesEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowCommentEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowDelegateEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowEventLogEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowFormAuthorizeEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowFormEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowFormRelationEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowRejectDataEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowTaskCirculateEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowTaskEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowTaskNodeEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowTaskOperatorEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowTaskOperatorRecordEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowTaskOperatorUserEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowTemplateEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowTemplateJsonEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowUserEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\FlowVisibleEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\WorkFlowForm\LeaveApplyEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\WorkFlowForm\SalesOrderEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Entitys\Entity\WorkFlowForm\SalesOrderEntryEntity.cs","True","False","False","False","False","False","False"
"modularity\workflow\JNPF.WorkFlow.Interfaces\Repository\IFlowTaskRepository.cs","False","False","False","False","False","False","False"
"modularity\zxdev\JNPF.ZxDev\ConfigController.cs","False","True","True","True","True","False","True"
"modularity\zxdev\JNPF.ZxDev\MessageController.cs","False","False","False","False","False","False","False"
"modularity\zxdev\JNPF.ZxDev\ZxSystemController.cs","False","True","True","True","True","False","True"
"modularity\zxdev\JNPF.ZxDev.Entitys\SysConfig.cs","True","False","False","False","False","False","False"
"modularity\zxdev\JNPF.ZxDev.Entitys\SystemAppCheckModel.cs","True","False","False","False","False","False","False"
"modularity\zxdev\JNPF.ZxDev.Entitys\SystemDbEntity.cs","True","False","False","False","False","False","False"
