File,Class,Method,CC,LOC,Params,NestingDepth,IfCount,SwitchCases,TryCatch,Returns,Calls
framework/JNPF/UnifyResult/UnifyContext.cs,UnifyContext,GetMethodUnityMetadata,4,15,1,1,2,0,0,2,3
framework/JNPF/UnitOfWork/Extensions/UnitOfWorkServiceCollectionExtensions.cs,UnitOfWorkServiceCollectionExtensions,AddUnitOfWork,1,5,1,0,0,0,0,1,1
framework/JNPF/UnitOfWork/Extensions/UnitOfWorkServiceCollectionExtensions.cs,UnitOfWorkServiceCollectionExtensions,AddUnitOfWork,1,5,1,0,0,0,0,1,1
framework/JNPF/UnitOfWork/FilterAttributes/UnitOfWorkAttribute.cs,UnitOfWorkAttribute,OnActionExecutionAsync,7,52,2,3,5,0,1,0,12
framework/JNPF/UnitOfWork/FilterAttributes/UnitOfWorkAttribute.cs,UnitOfWorkAttribute,OnPageHandlerSelectionAsync,1,3,1,0,0,0,0,1,0
framework/JNPF/UnitOfWork/FilterAttributes/UnitOfWorkAttribute.cs,UnitOfWorkAttribute,OnPageHandlerExecutionAsync,8,57,2,3,6,0,1,1,13
framework/JNPF/UnitOfWork/FilterAttributes/UnitOfWorkAttribute.cs,UnitOfWorkAttribute,CreateTransactionScope,3,13,1,0,0,0,0,1,2
framework/JNPF/UnitOfWork/FilterAttributes/UnitOfWorkAttribute.cs,UnitOfWorkAttribute,BeginTransaction,2,13,4,1,1,0,0,0,4
framework/JNPF/UnitOfWork/FilterAttributes/UnitOfWorkAttribute.cs,UnitOfWorkAttribute,CommitTransaction,3,21,4,1,2,0,0,0,4
framework/JNPF/ViewEngine/Builders/ViewEngineOptionsBuilder.cs,ViewEngineOptionsBuilder,AddAssemblyReferenceByName,1,4,1,0,0,0,0,0,2
framework/JNPF/ViewEngine/Builders/ViewEngineOptionsBuilder.cs,ViewEngineOptionsBuilder,AddAssemblyReference,1,3,1,0,0,0,0,0,1
framework/JNPF/ViewEngine/Builders/ViewEngineOptionsBuilder.cs,ViewEngineOptionsBuilder,AddAssemblyReference,2,8,1,1,0,0,0,0,2
framework/JNPF/ViewEngine/Builders/ViewEngineOptionsBuilder.cs,ViewEngineOptionsBuilder,AddMetadataReference,1,3,1,0,0,0,0,0,1
framework/JNPF/ViewEngine/Builders/ViewEngineOptionsBuilder.cs,ViewEngineOptionsBuilder,AddUsing,1,3,1,0,0,0,0,0,1
framework/JNPF/ViewEngine/Builders/ViewEngineOptionsBuilder.cs,ViewEngineOptionsBuilder,Inherits,1,4,1,0,0,0,0,0,2
framework/JNPF/ViewEngine/Builders/ViewEngineOptionsBuilder.cs,ViewEngineOptionsBuilder,RenderTypeName,3,22,1,1,2,0,0,2,8
framework/JNPF/ViewEngine/Builders/ViewEngineOptionsBuilder.cs,ViewEngineOptionsBuilder,RenderDeclaringType,3,15,1,1,2,0,0,3,2
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,RunCompile,1,5,3,0,0,0,0,1,2
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,RunCompileAsync,1,5,3,0,0,0,0,1,2
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,RunCompile,1,8,3,0,0,0,0,1,2
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,RunCompileAsync,1,8,3,0,0,0,0,1,2
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,RunCompileFromCached,3,16,4,1,1,0,0,1,7
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,RunCompileFromCachedAsync,3,16,4,1,1,0,0,1,7
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,RunCompileFromCached,3,19,4,1,1,0,0,1,7
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,RunCompileFromCachedAsync,3,19,4,1,1,0,0,1,7
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,Compile,1,10,2,0,0,0,0,1,3
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,CompileAsync,1,3,2,0,0,0,0,1,2
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,Compile,1,12,2,0,0,0,0,1,4
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,CompileAsync,1,3,2,0,0,0,0,1,2
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,CreateAndCompileToStream,2,76,2,1,1,0,0,3,23
framework/JNPF/ViewEngine/Engines/ViewEngine.cs,ViewEngine,WriteDirectives,2,13,2,1,0,0,0,1,4
framework/JNPF/ViewEngine/Extensions/ViewEngineServiceCollectionExtensions.cs,ViewEngineServiceCollectionExtensions,AddViewEngine,1,4,1,0,0,0,0,1,1
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,SetTemplateModel,1,3,2,0,0,0,0,1,3
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,SetTemplateModel,1,3,2,0,0,0,0,1,3
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,SetTemplateOptionsBuilder,1,3,2,0,0,0,0,1,3
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,SetTemplateCachedFileName,1,3,2,0,0,0,0,1,3
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,SetViewEngineScoped,1,3,2,0,0,0,0,1,3
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,RunCompile,1,3,3,0,0,0,0,1,5
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,RunCompileAsync,1,3,3,0,0,0,0,1,5
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,RunCompile,1,3,3,0,0,0,0,1,5
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,RunCompileAsync,1,3,3,0,0,0,0,1,5
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,RunCompileFromCached,1,3,4,0,0,0,0,1,6
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,RunCompileFromCachedAsync,1,3,4,0,0,0,0,1,6
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,RunCompileFromCached,1,3,4,0,0,0,0,1,6
framework/JNPF/ViewEngine/Extensions/ViewEngineStringExtensions.cs,ViewEngineStringExtensions,RunCompileFromCachedAsync,1,3,4,0,0,0,0,1,6
framework/JNPF/ViewEngine/Internal/AnonymousTypeWrapper.cs,AnonymousTypeWrapper,TryGetMember,10,50,2,2,4,0,0,3,14
framework/JNPF/ViewEngine/Internal/Penetrates.cs,Penetrates,GetTemplateFileName,3,9,1,1,2,0,0,1,5
framework/JNPF/ViewEngine/Internal/ViewEnginePart.cs,ViewEnginePart,Default,1,3,0,0,0,0,0,1,0
framework/JNPF/ViewEngine/Internal/ViewEnginePartMethods.cs,ViewEnginePart,RunCompile,1,3,0,0,0,0,0,1,2
framework/JNPF/ViewEngine/Internal/ViewEnginePartMethods.cs,ViewEnginePart,RunCompileAsync,1,3,0,0,0,0,0,1,2
framework/JNPF/ViewEngine/Internal/ViewEnginePartMethods.cs,ViewEnginePart,RunCompileFromCached,1,3,0,0,0,0,0,1,2
framework/JNPF/ViewEngine/Internal/ViewEnginePartMethods.cs,ViewEnginePart,RunCompileFromCachedAsync,1,3,0,0,0,0,0,1,2
framework/JNPF/ViewEngine/Internal/ViewEnginePartMethods.cs,ViewEnginePart,InvokeRunCompileMethod,6,20,2,0,0,0,0,1,10
framework/JNPF/ViewEngine/Internal/ViewEnginePartMethods.cs,ViewEnginePart,GetViewEngine,3,4,0,0,0,0,0,1,1
framework/JNPF/ViewEngine/Internal/ViewEnginePartSetters.cs,ViewEnginePart,SetTemplate,2,4,1,1,1,0,0,1,1
framework/JNPF/ViewEngine/Internal/ViewEnginePartSetters.cs,ViewEnginePart,SetTemplateModel,1,4,1,0,0,0,0,1,0
framework/JNPF/ViewEngine/Internal/ViewEnginePartSetters.cs,ViewEnginePart,SetTemplateModel,2,4,1,0,0,0,0,1,1
framework/JNPF/ViewEngine/Internal/ViewEnginePartSetters.cs,ViewEnginePart,SetTemplateOptionsBuilder,2,4,1,1,1,0,0,1,0
framework/JNPF/ViewEngine/Internal/ViewEnginePartSetters.cs,ViewEnginePart,SetTemplateCachedFileName,2,4,1,1,1,0,0,1,1
framework/JNPF/ViewEngine/Internal/ViewEnginePartSetters.cs,ViewEnginePart,SetViewEngineScoped,2,4,1,1,1,0,0,1,0
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,WriteLiteral,1,3,1,0,0,0,0,0,3
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,WriteLiteralAsync,1,4,1,0,0,0,0,1,1
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,Write,1,3,1,0,0,0,0,0,3
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,WriteAsync,1,4,1,0,0,0,0,1,1
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,BeginWriteAttribute,1,3,6,0,0,0,0,0,3
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,BeginWriteAttributeAsync,1,5,6,0,0,0,0,1,1
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,WriteAttributeValue,1,3,6,0,0,0,0,0,3
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,WriteAttributeValueAsync,1,5,6,0,0,0,0,1,2
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,EndWriteAttribute,1,3,0,0,0,0,0,0,3
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,EndWriteAttributeAsync,1,5,0,0,0,0,0,1,1
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,Execute,1,3,0,0,0,0,0,0,3
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,ExecuteAsync,1,3,0,0,0,0,0,1,0
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,Result,1,3,0,0,0,0,0,1,3
framework/JNPF/ViewEngine/Models/ViewEngineModel.cs,ViewEngineModel,ResultAsync,1,3,0,0,0,0,0,1,2
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,SaveToStream,1,3,1,0,0,0,0,0,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,SaveToStreamAsync,1,3,1,0,0,0,0,1,1
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,SaveToFile,1,3,1,0,0,0,0,0,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,SaveToFileAsync,1,11,1,0,0,0,0,0,2
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,Run,1,3,1,0,0,0,0,1,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,RunAsync,3,13,1,1,1,0,0,1,4
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,LoadFromFile,1,3,1,0,0,0,0,1,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,LoadFromFileAsync,1,16,1,0,0,0,0,1,2
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,LoadFromStream,1,3,1,0,0,0,0,1,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,LoadFromStreamAsync,1,7,1,0,0,0,0,1,1
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,SaveToStream,1,3,1,0,0,0,0,0,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,SaveToStreamAsync,1,3,1,0,0,0,0,1,1
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,SaveToFile,1,3,1,0,0,0,0,0,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,SaveToFileAsync,1,11,1,0,0,0,0,0,2
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,Run,1,3,1,0,0,0,0,1,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,RunAsync,1,8,1,0,0,0,0,1,4
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,LoadFromFile,1,3,1,0,0,0,0,1,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,LoadFromFileAsync,1,16,1,0,0,0,0,1,2
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,LoadFromStream,1,3,1,0,0,0,0,1,3
framework/JNPF/ViewEngine/Templates/ViewEngineTemplate.cs,ViewEngineTemplate,LoadFromStreamAsync,1,7,1,0,0,0,0,1,1
framework/JNPF/VirtualFileServer/Extensions/VirtualFileServerApplicationBuilderExtensions.cs,VirtualFileServerApplicationBuilderExtensions,UseVirtualFileServer,1,3,1,0,0,0,0,1,0
framework/JNPF/VirtualFileServer/Extensions/VirtualFileServerServiceCollectionExtensions.cs,VirtualFileServerServiceCollectionExtensions,AddVirtualFileServer,1,23,1,0,0,0,0,3,1
framework/JNPF/VirtualFileServer/FS.cs,FS,GetPhysicalFileProvider,1,3,2,0,0,0,0,1,1
framework/JNPF/VirtualFileServer/FS.cs,FS,GetEmbeddedFileProvider,1,3,2,0,0,0,0,1,1
framework/JNPF/VirtualFileServer/FS.cs,FS,GetFileProvider,2,4,3,0,0,0,0,1,2
framework/JNPF/VirtualFileServer/FS.cs,FS,TryGetContentType,1,3,2,0,0,0,0,1,2
framework/JNPF/VirtualFileServer/FS.cs,FS,GetFileExtensionContentTypeProvider,1,23,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Cache/DefaultAuthStateCache.cs,DefaultAuthStateCache,cache,1,3,2,0,0,0,0,0,1
infrastructure/JNPF.Extras.CollectiveOAuth/Cache/DefaultAuthStateCache.cs,DefaultAuthStateCache,cache,1,3,3,0,0,0,0,0,1
infrastructure/JNPF.Extras.CollectiveOAuth/Cache/DefaultAuthStateCache.cs,DefaultAuthStateCache,containsKey,2,9,1,1,1,0,0,2,1
infrastructure/JNPF.Extras.CollectiveOAuth/Cache/DefaultAuthStateCache.cs,DefaultAuthStateCache,get,2,11,1,1,1,0,0,2,2
infrastructure/JNPF.Extras.CollectiveOAuth/Cache/HttpRuntimeCache.cs,HttpRuntimeCache,Get,1,4,1,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Cache/HttpRuntimeCache.cs,HttpRuntimeCache,Set,2,4,4,0,0,0,0,0,5
infrastructure/JNPF.Extras.CollectiveOAuth/Cache/HttpRuntimeCache.cs,HttpRuntimeCache,Remove,1,1,1,0,0,0,0,0,1
infrastructure/JNPF.Extras.CollectiveOAuth/Cache/HttpRuntimeCache.cs,HttpRuntimeCache,RemoveAll,1,1,0,0,0,0,0,0,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/AlipayMPAuthSource.cs,AlipayMPAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/AlipayMPAuthSource.cs,AlipayMPAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/AlipayMPAuthSource.cs,AlipayMPAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/AlipayMPAuthSource.cs,AlipayMPAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/AlipayMPAuthSource.cs,AlipayMPAuthSource,refresh,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/AlipayMPAuthSource.cs,AlipayMPAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/BaiduAuthSource.cs,BaiduAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/BaiduAuthSource.cs,BaiduAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/BaiduAuthSource.cs,BaiduAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/BaiduAuthSource.cs,BaiduAuthSource,revoke,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/BaiduAuthSource.cs,BaiduAuthSource,refresh,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/BaiduAuthSource.cs,BaiduAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/CodingAuthSource.cs,CodingAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/CodingAuthSource.cs,CodingAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/CodingAuthSource.cs,CodingAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/CodingAuthSource.cs,CodingAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/CodingAuthSource.cs,CodingAuthSource,refresh,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/CodingAuthSource.cs,CodingAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DingTalkScanAuthSource.cs,DingTalkScanAuthSource,authorize,1,4,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DingTalkScanAuthSource.cs,DingTalkScanAuthSource,accessToken,1,4,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DingTalkScanAuthSource.cs,DingTalkScanAuthSource,userInfo,1,4,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DingTalkScanAuthSource.cs,DingTalkScanAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DingTalkScanAuthSource.cs,DingTalkScanAuthSource,refresh,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DingTalkScanAuthSource.cs,DingTalkScanAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DouYinAuthSource.cs,DouyinAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DouYinAuthSource.cs,DouyinAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DouYinAuthSource.cs,DouyinAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DouYinAuthSource.cs,DouyinAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DouYinAuthSource.cs,DouyinAuthSource,refresh,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/DouYinAuthSource.cs,DouyinAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/ElemeAuthSource.cs,ElemeAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/ElemeAuthSource.cs,ElemeAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/ElemeAuthSource.cs,ElemeAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/ElemeAuthSource.cs,ElemeAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/ElemeAuthSource.cs,ElemeAuthSource,refresh,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/ElemeAuthSource.cs,ElemeAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FackbookAuthSource.cs,FackbookAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FackbookAuthSource.cs,FackbookAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FackbookAuthSource.cs,FackbookAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FackbookAuthSource.cs,FackbookAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FackbookAuthSource.cs,FackbookAuthSource,refresh,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FackbookAuthSource.cs,FackbookAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FeiShuAuthSource.cs,FeiShuAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FeiShuAuthSource.cs,FeiShuAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FeiShuAuthSource.cs,FeiShuAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FeiShuAuthSource.cs,FeiShuAuthSource,revoke,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FeiShuAuthSource.cs,FeiShuAuthSource,refresh,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/FeiShuAuthSource.cs,FeiShuAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GiteeAuthSource.cs,GiteeAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GiteeAuthSource.cs,GiteeAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GiteeAuthSource.cs,GiteeAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GiteeAuthSource.cs,GiteeAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GiteeAuthSource.cs,GiteeAuthSource,refresh,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GiteeAuthSource.cs,GiteeAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GithubAuthSource.cs,GithubAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GithubAuthSource.cs,GithubAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GithubAuthSource.cs,GithubAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GithubAuthSource.cs,GithubAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GithubAuthSource.cs,GithubAuthSource,refresh,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GithubAuthSource.cs,GithubAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GitlabAuthSource.cs,GitlabAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GitlabAuthSource.cs,GitlabAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GitlabAuthSource.cs,GitlabAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GitlabAuthSource.cs,GitlabAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GitlabAuthSource.cs,GitlabAuthSource,refresh,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GitlabAuthSource.cs,GitlabAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GoogleAuthSource.cs,GoogleAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GoogleAuthSource.cs,GoogleAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GoogleAuthSource.cs,GoogleAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GoogleAuthSource.cs,GoogleAuthSource,revoke,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GoogleAuthSource.cs,GoogleAuthSource,refresh,1,3,0,0,0,0,0,0,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/GoogleAuthSource.cs,GoogleAuthSource,getName,1,3,0,0,0,0,0,1,1
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/HuaweiAuthSource.cs,HuaweiAuthSource,authorize,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/HuaweiAuthSource.cs,HuaweiAuthSource,accessToken,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/HuaweiAuthSource.cs,HuaweiAuthSource,userInfo,1,3,0,0,0,0,0,1,0
infrastructure/JNPF.Extras.CollectiveOAuth/Config/AuthSources/HuaweiAuthSource.cs,HuaweiAuthSource,revoke,1,3,0,0,0,0,0,0,0
