table_name,asset_class,status,candidate_module,physical_writer_module,evidence,ruling_ref
"wform_paydistribution","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_paymentapply","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_postbatchtab","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_procurementmaterial","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_procurementmaterialentry","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_purchaselist","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_purchaselistentry","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_quotationapproval","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_receiptprocessing","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_receiptsign","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_rewardpunishment","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_salesorder","P2","EXCLUDED_TEMPLATE","","modularity/workflow","SugarTable entity: modularity/workflow","EV-5 falsification chain"
"wform_salesorderentry","P2","EXCLUDED_TEMPLATE","","modularity/workflow","SugarTable entity: modularity/workflow","EV-5 falsification chain"
"wform_salessupport","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_staffovertime","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_supplementcard","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_travelapply","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_travelreimbursement","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_vehicleapply","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_violationhandling","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_warehousereceipt","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_warehousereceiptentry","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_workcontactsheet","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"wform_zjf_wikxqi","P2","EXCLUDED_TEMPLATE","","","EV-5 falsification chain","EV-5 falsification chain"
"WH_BasicData","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_Bill","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_BillAutoID","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_BillDetail","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_CheckBillDetail","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_Customer","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_CustomerClass","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_Depot","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_DepotMaterial","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_Dept","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_Material","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_MaterialClass","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_Project","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_RemoveBill","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_RemoveBillDetail","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_StorageType","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_Supplier","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WH_SupplierClass","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_BasicData","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_Bill","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_BillAutoID","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_BillDetail","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_CheckBill","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_CheckBillDetail","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_Client","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_ClientClass","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_Depot","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_DepotMaterial","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_Dept","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_Employee","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_Material","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_Project","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_RemoveBill","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_RemoveBillDetail","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_StorageClass","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_StorageType","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_Supplier","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_SupplierClass","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"WM_TaxRate","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5; do not delete","EV-5; do not delete"
"zx_sys_config","P0","CONFIRMED_CODE","JNPF.PlatformConfig","modularity/zxdev","SugarTable entity: modularity/zxdev","ruling 2026-08-26"
"zx_sys_db","P6","EXCLUDED_LEGACY_ARCHIVE","","","EV-5 falsification chain (zx_sys_db=stale copy / base_file=P6); do not delete","EV-5 falsification chain (zx_sys_db=stale copy / base_file=P6); do not delete"
"zx_system_db","P0","CONFIRMED_CODE","JNPF.PlatformConfig","modularity/zxdev","SugarTable entity: modularity/zxdev","ruling 2026-08-26"
