table_name,rows,cols,tenant_style,pk_type,entity_mapped,in_init_script,code_refs,product_asset_class,platform_role,asset_lifecycle,evidence
flow_task_operator_user,0,28,f_tenant_id,nvarchar,Y,Y,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; init:ZXAFINIT.sql
flow_template,6,19,f_tenant_id,nvarchar,Y,Y,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; init:ZXAFINIT.sql
flow_template_json,3,19,f_tenant_id,nvarchar,Y,Y,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; init:ZXAFINIT.sql
flow_visible,41,15,f_tenant_id,nvarchar,Y,Y,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; init:ZXAFINIT.sql
inte_assistant_attachment,55,18,F_TenantId,nvarchar,Y,N,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; no-init(runtime-created)
inte_assistant_deliverable,269,11,F_TenantId,nvarchar,Y,N,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; no-init(runtime-created)
kg_pattern,0,18,NONE,bigint,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
kg_pattern_usage,0,6,NONE,bigint,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
mt543406707183714245,2,7,NONE,nvarchar,N,Y,0,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,no-entity; init:ZXAFINIT.sql; code-refs:0
mt543408365615710149,64,7,NONE,nvarchar,N,Y,0,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,no-entity; init:ZXAFINIT.sql; code-refs:0
mt543552698159464389,32,7,NONE,nvarchar,N,Y,0,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,no-entity; init:ZXAFINIT.sql; code-refs:0
mt543668771097673669,2,7,NONE,nvarchar,N,Y,0,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,no-entity; init:ZXAFINIT.sql; code-refs:0
mt543971603646513093,0,3,NONE,nvarchar,N,Y,0,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,no-entity; init:ZXAFINIT.sql; code-refs:0
PROCESSED_EVENT,0,3,NONE,nvarchar,N,Y,2,P6_LEGACY,LEGACY,LEGACY,DbUp 002 script creates; runtime entity is SYS_PROCESSED_EVENT (naming mismatch); 0 code access → deprecated copy
report_charts,21,16,f_tenant_id,nvarchar,N,Y,0,PX_UNKNOWN,UNKNOWN,UNKNOWN,no-entity; init:ZXAFINIT.sql; code-refs:0
report_department,12,5,f_tenant_id,nvarchar,N,Y,0,PX_UNKNOWN,UNKNOWN,UNKNOWN,no-entity; init:ZXAFINIT.sql; code-refs:0
report_user,283,10,f_tenant_id,nvarchar,N,Y,0,PX_UNKNOWN,UNKNOWN,UNKNOWN,no-entity; init:ZXAFINIT.sql; code-refs:0
sa_assumptions,14,12,F_TenantId,nvarchar,N,N,14,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; no-init(runtime-created); code-refs:14
sa_business_process,19,30,tenant_id,bigint,N,Y,2,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:2
sa_consistency,15,11,F_TenantId,nvarchar,N,N,15,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; no-init(runtime-created); code-refs:15
sa_data_dictionary,19,35,tenant_id,bigint,N,Y,2,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:2
sa_decision_table,172,30,tenant_id,bigint,N,Y,2,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:2
sa_dfd,19,31,tenant_id,bigint,N,Y,6,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:6
sa_er,19,29,tenant_id,bigint,N,Y,4,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:4
sa_pspec,172,25,tenant_id,bigint,N,Y,2,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:2
sa_quality_score,14,12,F_TenantId,nvarchar,N,N,11,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; no-init(runtime-created); code-refs:11
sa_scope,19,25,tenant_id,bigint,N,Y,2,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:2
sa_state_machine,19,30,tenant_id,bigint,N,Y,7,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:7
sa_ui,210,28,tenant_id,bigint,N,Y,3,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:3
sa_validation_log,0,13,tenant_id,bigint,N,Y,0,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:0
SchemaVersions,2,3,NONE,int,N,Y,0,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:0
student,4,7,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
SYS_EVENT_OUTBOX_MESSAGE,0,9,NONE,uniqueidentifier,Y,Y,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; init:ZXAFINIT.sql
SYS_PROCESSED_EVENT,0,3,NONE,nvarchar,Y,Y,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; init:ZXAFINIT.sql
undo_log,0,10,f_tenant_id,bigint,N,Y,0,P0_PLATFORM_CORE,CORE,MANDATORY,no-entity; init:ZXAFINIT.sql; code-refs:0
wform_applybanquet,1,16,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_applydelivergoods,0,20,f_tenant_id,nvarchar,N,Y,2,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:2; refs=DataBaseService backup-list
wform_applydelivergoodsentry,0,11,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_applymeeting,0,25,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_archivalborrow,2,18,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_articleswarehous,0,16,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_batchpack,0,18,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_batchtable,0,16,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_conbilling,0,20,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_contractapproval,0,26,f_tenant_id,nvarchar,N,Y,2,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:2; refs=DataBaseService backup-list
wform_contractapprovalsheet,0,27,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_debitbill,0,19,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_documentapproval,0,15,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_documentsigning,0,17,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_expenseexpenditure,0,19,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_finishedproduct,0,11,f_tenant_id,nvarchar,N,Y,2,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:2; refs=DataBaseService backup-list
wform_finishedproductentry,0,11,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_incomerecognition,0,20,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_leaveapply,0,18,f_tenant_id,nvarchar,Y,Y,,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,entity:SugarTable; init:ZXAFINIT.sql
wform_letterservice,0,15,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_materialrequisition,0,12,f_tenant_id,nvarchar,N,Y,2,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:2; refs=DataBaseService backup-list
wform_materialrequisitionentry,0,12,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_monthlyreport,0,17,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_officesupplies,0,16,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_outboundorder,0,14,f_tenant_id,nvarchar,N,Y,2,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:2; refs=DataBaseService backup-list
wform_outboundorderentry,0,11,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_outgoingapply,0,16,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_paydistribution,0,21,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_paymentapply,0,22,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_postbatchtab,0,15,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_procurementmaterial,0,17,f_tenant_id,nvarchar,N,Y,2,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:2; refs=DataBaseService backup-list
wform_procurementmaterialentry,0,11,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_purchaselist,0,18,f_tenant_id,nvarchar,N,Y,2,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:2; refs=DataBaseService backup-list
wform_purchaselistentry,0,11,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_quotationapproval,0,16,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_receiptprocessing,0,12,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_receiptsign,0,13,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_rewardpunishment,0,13,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_salesorder,1,19,f_tenant_id,nvarchar,Y,Y,,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,entity:SugarTable; init:ZXAFINIT.sql
wform_salesorderentry,1,11,f_tenant_id,nvarchar,Y,Y,,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,entity:SugarTable; init:ZXAFINIT.sql
wform_salessupport,0,24,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_staffovertime,0,15,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_supplementcard,0,16,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_travelapply,0,17,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_travelreimbursement,0,34,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_vehicleapply,0,17,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_violationhandling,0,18,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_warehousereceipt,0,15,f_tenant_id,nvarchar,N,Y,2,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:2; refs=DataBaseService backup-list
wform_warehousereceiptentry,0,11,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_workcontactsheet,0,15,f_tenant_id,nvarchar,N,Y,1,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:1; refs=DataBaseService backup-list
wform_zjf_wikxqi,0,3,f_tenant_id,nvarchar,N,Y,0,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,no-entity; init:ZXAFINIT.sql; code-refs:0; refs=DataBaseService backup-list
WH_BasicData,208,3,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_Bill,2,16,NONE,varchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_BillAutoID,4,3,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_BillDetail,4,15,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_CheckBillDetail,19,12,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_Customer,1,13,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_CustomerClass,2,4,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_Depot,2,5,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_DepotMaterial,2,12,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_Dept,2,4,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_Material,4,14,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_MaterialClass,1,4,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_Project,1,4,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_RemoveBill,8,10,NONE,varchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_RemoveBillDetail,13,12,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_StorageType,4,3,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_Supplier,1,10,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WH_SupplierClass,3,3,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_BasicData,29,3,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_Bill,151,20,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_BillAutoID,4,3,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_BillDetail,1629,16,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_CheckBill,1,11,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_CheckBillDetail,1613,14,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_Client,1,16,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_ClientClass,0,4,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_Depot,1,5,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_DepotMaterial,0,15,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_Dept,1,7,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_Employee,3,8,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_Material,739,17,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_Project,0,4,NONE,nchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_RemoveBill,5,12,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_RemoveBillDetail,7,13,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_StorageClass,9,7,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_StorageType,8,3,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_Supplier,1,12,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_SupplierClass,0,14,NONE,nvarchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
WM_TaxRate,0,4,NONE,int,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; zero-business-refs
zx_sys_config,2,17,NONE,varchar,Y,Y,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; init:ZXAFINIT.sql
zx_sys_db,5,8,NONE,varchar,N,Y,0,P6_LEGACY,LEGACY,LEGACY,no-entity; init:ZXAFINIT.sql; code-refs:0; sibling zx_system_db has entity + read (ConfigController L235) → legacy copy
zx_system_db,0,8,NONE,NONE,Y,Y,,P0_PLATFORM_CORE,CORE,MANDATORY,entity:SugarTable; init:ZXAFINIT.sql
