table_name,prefix,db_rows,db_cols,pk_type,creation_source,creation_pos,mechanism,code_owner,entity_mapped,write_owner,read_consumers,saservice_refs,api_exposed,ui_menu,template,seed_inserts,demo,runtime_required,startup_impact,product_deliverable,asset_class,platform_role,asset_lifecycle,score,provenance
BASE_USER,base,45,68,nvarchar,DB/ZXAFINIT.sql,byte@247356,INIT_SQL,system,Y,common;oauth;system;visualdev,common;engine;extend;inteAssistant;message;oauth;report;system;visualdev;workflow,0,Y,,,45,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
BASE_USER_DEVICE,base,0,14,nvarchar,DB/ZXAFINIT.sql,byte@253380,INIT_SQL,message,Y,,common,0,,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
BASE_USER_OLD_PASSWORD,base,0,15,nvarchar,DB/ZXAFINIT.sql,byte@255346,INIT_SQL,system,Y,,system,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
BASE_USER_RELATION,base,82,15,nvarchar,DB/ZXAFINIT.sql,byte@257404,INIT_SQL,system,Y,,common;inteAssistant;system;visualdev;workflow,0,Y,,,82,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
BASE_VISUAL_DEV,base,48,30,nvarchar,DB/ZXAFINIT.sql,byte@259438,INIT_SQL,visualdev,Y,visualdev,common;system;visualdev;workflow,0,Y,,,48,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BASE_VISUAL_FILTER,base,0,14,nvarchar,DB/ZXAFINIT.sql,byte@262606,INIT_SQL,system,N,,,0,,,,0,,N,REMOVABLE*,N,P7_ORPHAN,LEGACY,ORPHAN,2,PARTIAL
BASE_VISUAL_LINK,base,0,26,nvarchar,DB/ZXAFINIT.sql,byte@264626,INIT_SQL,visualdev,Y,,,0,Y,,,0,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BASE_VISUAL_RELEASE,base,25,29,nvarchar,DB/ZXAFINIT.sql,byte@267544,INIT_SQL,visualdev,Y,,engine;visualdev,0,Y,,,25,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BLADE_VISUAL,blade,77,14,nvarchar,DB/ZXAFINIT.sql,byte@270618,INIT_SQL,visualdata,Y,,,0,Y,,,77,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BLADE_VISUAL_CATEGORY,blade,2,6,nvarchar,DB/ZXAFINIT.sql,byte@272528,INIT_SQL,visualdata,Y,,visualdata,0,Y,,,2,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BLADE_VISUAL_COMPONENT,blade,42,7,bigint,DB/ZXAFINIT.sql,byte@273894,INIT_SQL,visualdata,Y,,,0,Y,,,42,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BLADE_VISUAL_CONFIG,blade,77,6,nvarchar,DB/ZXAFINIT.sql,byte@275302,INIT_SQL,visualdata,Y,,visualdata,0,Y,,,77,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BLADE_VISUAL_DB,blade,4,16,nvarchar,DB/ZXAFINIT.sql,byte@276686,INIT_SQL,visualdata,Y,,,0,Y,,,4,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BLADE_VISUAL_GLOB,blade,0,6,NONE,DB/ZXAFINIT.sql,byte@278668,INIT_SQL,visualdata,Y,,,0,Y,,,0,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BLADE_VISUAL_MAP,blade,3,5,nvarchar,DB/ZXAFINIT.sql,byte@279512,INIT_SQL,visualdata,Y,,,0,Y,,,3,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
BLADE_VISUAL_RECORD,blade,3,19,nvarchar,DB/ZXAFINIT.sql,byte@280814,INIT_SQL,visualdata,Y,,,0,Y,,,3,,Y,REQUIRED,Y,P1_LOWCODE_RUNTIME,RUNTIME,MANDATORY,5,PROVEN
DATA_REPORT,data,15,16,nvarchar,DB/ZXAFINIT.sql,byte@283044,INIT_SQL,,N,,,0,,,,15,,N,REMOVABLE*,N,PX_UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN
DEMO_EXCELTEST,Demo,3,14,varchar,DB/ZXAFINIT.sql,byte@285158,INIT_SQL,,N,,,0,,,,3,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,1,UNKNOWN
DEMO_ORDER,Demo,151,15,varchar,DB/ZXAFINIT.sql,byte@286986,INIT_SQL,,N,,,0,,,,151,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,1,UNKNOWN
DEMO_ORDERDETAIL,Demo,60,9,varchar,DB/ZXAFINIT.sql,byte@288920,INIT_SQL,,N,,,0,,,,60,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,1,UNKNOWN
DOMAIN_MODEL,domain,0,15,bigint,DB/ZXAFINIT.sql,byte@290368,INIT_SQL,,N,,,2,,,,0,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,2,PARTIAL
EVAL_METRIC,EVAL,0,13,bigint,DB/ZXAFINIT.sql,byte@292334,INIT_SQL,inteAssistant,Y,,,0,,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,3,PARTIAL
EXT_BIG_DATA,ext,0,12,nvarchar,DB/ZXAFINIT.sql,byte@294194,INIT_SQL,extend,Y,,,0,Y,Y,,0,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_CUSTOMER,ext,7,16,nvarchar,DB/ZXAFINIT.sql,byte@295994,INIT_SQL,extend,Y,,,0,Y,Y,,7,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_DOCUMENT,ext,4,22,nvarchar,DB/ZXAFINIT.sql,byte@298088,INIT_SQL,extend,Y,extend,,0,Y,Y,,4,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_DOCUMENT_SHARE,ext,0,13,nvarchar,DB/ZXAFINIT.sql,byte@300584,INIT_SQL,extend,Y,extend,extend,0,Y,Y,,0,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_EMAIL_CONFIG,ext,1,21,nvarchar,DB/ZXAFINIT.sql,byte@302484,INIT_SQL,extend,Y,,extend,0,Y,Y,,1,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_EMAIL_RECEIVE,ext,0,23,nvarchar,DB/ZXAFINIT.sql,byte@304946,INIT_SQL,extend,Y,extend,extend,0,Y,Y,,0,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_EMAIL_SEND,ext,0,22,nvarchar,DB/ZXAFINIT.sql,byte@307508,INIT_SQL,extend,Y,,extend,0,Y,Y,,0,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_EMPLOYEE,ext,0,26,nvarchar,DB/ZXAFINIT.sql,byte@309998,INIT_SQL,extend,Y,,,0,Y,Y,,0,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_ORDER,ext,9,30,nvarchar,DB/ZXAFINIT.sql,byte@312854,INIT_SQL,extend,Y,,,0,Y,Y,,9,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_ORDER_ENTRY,ext,6,24,nvarchar,DB/ZXAFINIT.sql,byte@316092,INIT_SQL,extend,Y,extend,extend,0,Y,Y,,6,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_ORDER_RECEIVABLE,ext,1,19,nvarchar,DB/ZXAFINIT.sql,byte@318812,INIT_SQL,extend,Y,extend,extend,0,Y,Y,,1,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_PRODUCT,ext,3,38,nvarchar,DB/ZXAFINIT.sql,byte@321186,INIT_SQL,extend,Y,,,0,Y,Y,,3,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_PRODUCT_CLASSIFY,ext,6,12,nvarchar,DB/ZXAFINIT.sql,byte@324948,INIT_SQL,extend,Y,,,0,Y,Y,,6,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_PRODUCT_ENTRY,ext,12,23,nvarchar,DB/ZXAFINIT.sql,byte@326774,INIT_SQL,extend,Y,extend,extend,0,Y,Y,,12,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_PRODUCT_GOODS,ext,10,18,nvarchar,DB/ZXAFINIT.sql,byte@329396,INIT_SQL,extend,Y,,,0,Y,Y,,10,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_PROJECT_GANTT,ext,0,24,nvarchar,DB/ZXAFINIT.sql,byte@331638,INIT_SQL,extend,Y,,,0,Y,Y,,0,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_TABLE_EXAMPLE,ext,33,28,nvarchar,DB/ZXAFINIT.sql,byte@334324,INIT_SQL,extend,Y,,,0,Y,Y,,33,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_WORK_LOG,ext,0,17,nvarchar,DB/ZXAFINIT.sql,byte@337428,INIT_SQL,extend,Y,,,0,Y,Y,,0,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
EXT_WORK_LOG_SHARE,ext,0,13,nvarchar,DB/ZXAFINIT.sql,byte@339678,INIT_SQL,extend,Y,extend,,0,Y,Y,,0,Y,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
FLOW_CANDIDATES,flow,0,18,nvarchar,DB/ZXAFINIT.sql,byte@341576,INIT_SQL,workflow,Y,workflow,,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_COMMENT,flow,0,16,nvarchar,DB/ZXAFINIT.sql,byte@343866,INIT_SQL,workflow,Y,workflow,,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_DELEGATE,flow,0,23,nvarchar,DB/ZXAFINIT.sql,byte@345978,INIT_SQL,workflow,Y,,visualdev;workflow,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_EVENT_LOG,flow,24,15,nvarchar,DB/ZXAFINIT.sql,byte@348570,INIT_SQL,workflow,Y,,workflow,0,Y,,,24,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_FORM,flow,4,27,nvarchar,DB/ZXAFINIT.sql,byte@350652,INIT_SQL,workflow,Y,visualdev;workflow,visualdev;workflow,0,Y,,,4,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_FORM_AUTHORIZE,flow,0,14,NONE,DB/ZXAFINIT.sql,byte@353598,INIT_SQL,workflow,Y,workflow,workflow,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_FORM_RELATION,flow,1,13,nvarchar,DB/ZXAFINIT.sql,byte@355116,INIT_SQL,workflow,Y,visualdev;workflow,workflow,0,Y,,,1,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_LAUNCH_USER,flow,16,18,nvarchar,DB/ZXAFINIT.sql,byte@357008,INIT_SQL,workflow,Y,,workflow,0,Y,,,16,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_REJECT_DATA,flow,0,14,nvarchar,DB/ZXAFINIT.sql,byte@359338,INIT_SQL,workflow,Y,,workflow,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_TASK,flow,16,41,nvarchar,DB/ZXAFINIT.sql,byte@361374,INIT_SQL,workflow,Y,,engine;extend;system;visualdev;workflow,0,Y,,,16,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_TASK_CIRCULATE,flow,0,17,nvarchar,DB/ZXAFINIT.sql,byte@365334,INIT_SQL,workflow,Y,workflow,,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_TASK_NODE,flow,45,24,nvarchar,DB/ZXAFINIT.sql,byte@367534,INIT_SQL,workflow,Y,workflow,workflow,0,Y,,,45,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_TASK_OPERATOR,flow,555,28,nvarchar,DB/ZXAFINIT.sql,byte@370274,INIT_SQL,workflow,Y,workflow,workflow,0,Y,,,555,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_TASK_OPERATOR_RECORD,flow,15,26,nvarchar,DB/ZXAFINIT.sql,byte@373290,INIT_SQL,workflow,Y,workflow,system;workflow,0,Y,,,15,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_TASK_OPERATOR_USER,flow,0,28,nvarchar,DB/ZXAFINIT.sql,byte@376234,INIT_SQL,workflow,Y,workflow,workflow,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_TEMPLATE,flow,6,19,nvarchar,DB/ZXAFINIT.sql,byte@379236,INIT_SQL,workflow,Y,visualdev;workflow,app;visualdev;workflow,0,Y,,,6,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_TEMPLATE_JSON,flow,3,19,nvarchar,DB/ZXAFINIT.sql,byte@381540,INIT_SQL,workflow,Y,visualdev;workflow,app;message;visualdev;workflow,0,Y,,,3,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
FLOW_VISIBLE,flow,41,15,nvarchar,DB/ZXAFINIT.sql,byte@383932,INIT_SQL,workflow,Y,workflow,workflow,0,Y,,,41,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
INTE_ASSISTANT_ATTACHMENT,inte,55,18,nvarchar,docs/AI鍘熺敓寮€鍙?1銆佸鐢ㄦ埛澶氫换鍔″苟琛?inte_assistant_attachment.sql,L7,MANUAL_DDL,inteAssistant,Y,inteAssistant,inteAssistant,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
INTE_ASSISTANT_DELIVERABLE,inte,269,11,nvarchar,backend/modularity/inteAssistant/Migrations/20260705_SA_deliverable.sql,L7,MIGRATION,inteAssistant,Y,inteAssistant,inteAssistant,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
KG_PATTERN,kg,0,18,bigint,DB/ZXAFINIT.sql,byte@19618,INIT_SQL,inteAssistant,N,,,4,,,,0,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,3,PARTIAL
KG_PATTERN_USAGE,kg,0,6,bigint,DB/ZXAFINIT.sql,byte@385948,INIT_SQL,inteAssistant,N,,,2,,,,0,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,3,PARTIAL
MT543406707183714245,mt543406707183714245,2,7,nvarchar,DB/ZXAFINIT.sql,byte@387256,INIT_SQL,,N,,,0,,,,2,N,N,REMOVABLE*,N,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,1,UNKNOWN
MT543408365615710149,mt543408365615710149,64,7,nvarchar,DB/ZXAFINIT.sql,byte@388646,INIT_SQL,,N,,,0,,,,64,N,N,REMOVABLE*,N,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,1,UNKNOWN
MT543552698159464389,mt543552698159464389,32,7,nvarchar,DB/ZXAFINIT.sql,byte@390032,INIT_SQL,,N,,,0,,,,32,N,N,REMOVABLE*,N,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,1,UNKNOWN
MT543668771097673669,mt543668771097673669,2,7,nvarchar,DB/ZXAFINIT.sql,byte@391418,INIT_SQL,,N,,,0,,,,2,N,N,REMOVABLE*,N,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,1,UNKNOWN
MT543971603646513093,mt543971603646513093,0,3,nvarchar,DB/ZXAFINIT.sql,byte@392822,INIT_SQL,,N,,,0,,,,0,N,N,REMOVABLE*,N,P4_CUSTOMER_APPLICATION,EXTERNAL,CUSTOMER_GENERATED,1,UNKNOWN
PROCESSED_EVENT,PROCESSED,0,3,nvarchar,backend/tools/JNPF.Database.Migrations/Scripts/002_create_processed_event_table.sql,L3,MIGRATION,infrastructure,N,,,0,,,,0,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,3,PARTIAL
REPORT_CHARTS,report,21,16,nvarchar,DB/ZXAFINIT.sql,byte@395108,INIT_SQL,,N,,,0,,,,21,,N,REMOVABLE*,N,PX_UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN
REPORT_DEPARTMENT,report,12,5,nvarchar,DB/ZXAFINIT.sql,byte@397044,INIT_SQL,,N,,,0,,,,12,,N,REMOVABLE*,N,PX_UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN
REPORT_USER,report,283,10,nvarchar,DB/ZXAFINIT.sql,byte@398334,INIT_SQL,,N,,,0,,,,283,,N,REMOVABLE*,N,PX_UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN
SA_ASSUMPTIONS,sa,14,12,nvarchar,backend/modularity/inteAssistant/Migrations/20260708_P9_ReqA.sql,L16,MIGRATION,inteAssistant,N,,inteAssistant,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_BUSINESS_PROCESS,sa,19,30,bigint,DB/ZXAFINIT.sql,byte@399892,INIT_SQL,inteAssistant,N,inteAssistant,,7,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_CONSISTENCY,sa,15,11,nvarchar,backend/modularity/inteAssistant/Migrations/20260708_P9_ReqA.sql,L64,MIGRATION,inteAssistant,N,,inteAssistant;other,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_DATA_DICTIONARY,sa,19,35,bigint,DB/ZXAFINIT.sql,byte@6248,INIT_SQL,inteAssistant,N,inteAssistant,,12,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_DECISION_TABLE,sa,172,30,bigint,DB/ZXAFINIT.sql,byte@11110,INIT_SQL,inteAssistant,N,inteAssistant,,11,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_DFD,sa,19,31,bigint,DB/ZXAFINIT.sql,byte@402944,INIT_SQL,inteAssistant,N,inteAssistant,inteAssistant,9,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_ER,sa,19,29,bigint,DB/ZXAFINIT.sql,byte@406022,INIT_SQL,inteAssistant,N,inteAssistant,,7,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_PSPEC,sa,172,25,bigint,DB/ZXAFINIT.sql,byte@408916,INIT_SQL,inteAssistant,N,inteAssistant,,9,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_QUALITY_SCORE,sa,14,12,nvarchar,backend/modularity/inteAssistant/Migrations/20260708_P9_ReqA.sql,L127,MIGRATION,inteAssistant,N,,inteAssistant,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_SCOPE,sa,19,25,bigint,DB/ZXAFINIT.sql,byte@411522,INIT_SQL,inteAssistant,N,inteAssistant,,13,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_STATE_MACHINE,sa,19,30,bigint,DB/ZXAFINIT.sql,byte@15438,INIT_SQL,inteAssistant,N,inteAssistant,inteAssistant,11,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_UI,sa,210,28,bigint,DB/ZXAFINIT.sql,byte@414180,INIT_SQL,inteAssistant,N,inteAssistant,,7,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
SA_VALIDATION_LOG,sa,0,13,bigint,DB/ZXAFINIT.sql,byte@24804,INIT_SQL,inteAssistant,N,,,2,,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,3,PARTIAL
SCHEMAVERSIONS,SchemaVersions,2,3,int,backend/tools/JNPF.Database.Migrations/Program.cs,L17,RUNTIME_FRAMEWORK,infrastructure,N,,,0,,,,4,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,6,PROVEN
STUDENT,student,4,7,nvarchar,DB/ZXAFINIT.sql,byte@418114,INIT_SQL,,N,,,0,,,,4,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
SYS_EVENT_OUTBOX_MESSAGE,SYS,0,9,uniqueidentifier,backend/tools/JNPF.Database.Migrations/Scripts/001_create_outbox_table.sql,L3,MIGRATION,infrastructure,Y,infrastructure,infrastructure;JNPF.API.Entry,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
SYS_PROCESSED_EVENT,SYS,0,3,nvarchar,DB/ZXAFINIT.sql,byte@421068,INIT_SQL,infrastructure,Y,infrastructure,infrastructure,0,,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,4,PARTIAL
UNDO_LOG,undo,0,10,bigint,backend/web/主库脚本.sql,L4235,FRAMEWORK_RESERVED,infrastructure,N,,,0,,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,6,PROVEN
WFORM_APPLYBANQUET,wform,1,16,nvarchar,DB/ZXAFINIT.sql,byte@423912,INIT_SQL,workflow,N,,,0,,Y,Y,1,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_APPLYDELIVERGOODS,wform,0,20,nvarchar,DB/ZXAFINIT.sql,byte@426042,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_APPLYDELIVERGOODSENTRY,wform,0,11,nvarchar,DB/ZXAFINIT.sql,byte@428576,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_APPLYMEETING,wform,0,25,nvarchar,DB/ZXAFINIT.sql,byte@430352,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_ARCHIVALBORROW,wform,2,18,nvarchar,DB/ZXAFINIT.sql,byte@433202,INIT_SQL,workflow,N,,,0,,Y,Y,2,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_ARTICLESWAREHOUS,wform,0,16,nvarchar,DB/ZXAFINIT.sql,byte@435528,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_BATCHPACK,wform,0,18,nvarchar,DB/ZXAFINIT.sql,byte@437668,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_BATCHTABLE,wform,0,16,nvarchar,DB/ZXAFINIT.sql,byte@439946,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_CONBILLING,wform,0,20,nvarchar,DB/ZXAFINIT.sql,byte@442052,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_CONTRACTAPPROVAL,wform,0,26,nvarchar,DB/ZXAFINIT.sql,byte@444450,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_CONTRACTAPPROVALSHEET,wform,0,27,nvarchar,DB/ZXAFINIT.sql,byte@447462,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_DEBITBILL,wform,0,19,nvarchar,DB/ZXAFINIT.sql,byte@450526,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_DOCUMENTAPPROVAL,wform,0,15,nvarchar,DB/ZXAFINIT.sql,byte@452892,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_DOCUMENTSIGNING,wform,0,17,nvarchar,DB/ZXAFINIT.sql,byte@454974,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
