table_name,prefix,rows,cols,tenant_style,pk_type,domain,domain_source,classification,write_owner,read_consumers,transaction,evidence
flow_reject_data,flow,0,14,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
flow_task,flow,16,41,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
flow_task_circulate,flow,0,17,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
flow_task_node,flow,45,24,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
flow_task_operator,flow,555,28,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
flow_task_operator_record,flow,15,26,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
flow_task_operator_user,flow,0,28,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
flow_template,flow,6,19,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
flow_template_json,flow,3,19,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
flow_visible,flow,41,15,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
inte_assistant_attachment,inte,55,18,F_TenantId,nvarchar,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
inte_assistant_deliverable,inte,269,11,F_TenantId,nvarchar,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
kg_pattern,kg,0,18,NONE,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
kg_pattern_usage,kg,0,6,NONE,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
mt543406707183714245,mt543406707183714245,2,7,NONE,nvarchar,D5-DynamicTable,NG0-prefix-cluster+NG1-db,SHARED,,,,ng1-batch1/db-matrix-raw.tsv
mt543408365615710149,mt543408365615710149,64,7,NONE,nvarchar,D5-DynamicTable,NG0-prefix-cluster+NG1-db,SHARED,,,,ng1-batch1/db-matrix-raw.tsv
mt543552698159464389,mt543552698159464389,32,7,NONE,nvarchar,D5-DynamicTable,NG0-prefix-cluster+NG1-db,SHARED,,,,ng1-batch1/db-matrix-raw.tsv
mt543668771097673669,mt543668771097673669,2,7,NONE,nvarchar,D5-DynamicTable,NG0-prefix-cluster+NG1-db,SHARED,,,,ng1-batch1/db-matrix-raw.tsv
mt543971603646513093,mt543971603646513093,0,3,NONE,nvarchar,D5-DynamicTable,NG0-prefix-cluster+NG1-db,SHARED,,,,ng1-batch1/db-matrix-raw.tsv
PROCESSED_EVENT,PROCESSED,0,3,NONE,nvarchar,D8-Event,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
report_charts,report,21,16,f_tenant_id,nvarchar,D11-Report,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
report_department,report,12,5,f_tenant_id,nvarchar,D11-Report,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
report_user,report,283,10,f_tenant_id,nvarchar,D11-Report,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_assumptions,sa,14,12,F_TenantId,nvarchar,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_business_process,sa,19,30,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_consistency,sa,15,11,F_TenantId,nvarchar,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_data_dictionary,sa,19,35,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_decision_table,sa,172,30,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_dfd,sa,19,31,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_er,sa,19,29,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_pspec,sa,172,25,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_quality_score,sa,14,12,F_TenantId,nvarchar,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_scope,sa,19,25,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_state_machine,sa,19,30,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_ui,sa,210,28,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
sa_validation_log,sa,0,13,tenant_id,bigint,D10-AI,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
SchemaVersions,SchemaVersions,2,3,NONE,int,INFRA-Migration,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
student,student,4,7,NONE,nvarchar,TBD-Demo,NG0-prefix-cluster+NG1-db,UNKNOWN,,,,ng1-batch1/db-matrix-raw.tsv
SYS_EVENT_OUTBOX_MESSAGE,SYS,0,9,NONE,uniqueidentifier,D8-Outbox,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
SYS_PROCESSED_EVENT,SYS,0,3,NONE,nvarchar,D8-Outbox,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
undo_log,undo,0,10,f_tenant_id,bigint,INFRA-Seata,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_applybanquet,wform,1,16,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_applydelivergoods,wform,0,20,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_applydelivergoodsentry,wform,0,11,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_applymeeting,wform,0,25,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_archivalborrow,wform,2,18,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_articleswarehous,wform,0,16,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_batchpack,wform,0,18,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_batchtable,wform,0,16,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_conbilling,wform,0,20,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_contractapproval,wform,0,26,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_contractapprovalsheet,wform,0,27,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_debitbill,wform,0,19,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_documentapproval,wform,0,15,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_documentsigning,wform,0,17,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_expenseexpenditure,wform,0,19,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_finishedproduct,wform,0,11,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_finishedproductentry,wform,0,11,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_incomerecognition,wform,0,20,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_leaveapply,wform,0,18,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_letterservice,wform,0,15,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_materialrequisition,wform,0,12,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_materialrequisitionentry,wform,0,12,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_monthlyreport,wform,0,17,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_officesupplies,wform,0,16,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_outboundorder,wform,0,14,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_outboundorderentry,wform,0,11,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_outgoingapply,wform,0,16,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_paydistribution,wform,0,21,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_paymentapply,wform,0,22,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_postbatchtab,wform,0,15,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_procurementmaterial,wform,0,17,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_procurementmaterialentry,wform,0,11,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_purchaselist,wform,0,18,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_purchaselistentry,wform,0,11,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_quotationapproval,wform,0,16,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_receiptprocessing,wform,0,12,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_receiptsign,wform,0,13,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_rewardpunishment,wform,0,13,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_salesorder,wform,1,19,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_salesorderentry,wform,1,11,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_salessupport,wform,0,24,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_staffovertime,wform,0,15,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_supplementcard,wform,0,16,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_travelapply,wform,0,17,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_travelreimbursement,wform,0,34,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_vehicleapply,wform,0,17,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_violationhandling,wform,0,18,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_warehousereceipt,wform,0,15,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_warehousereceiptentry,wform,0,11,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_workcontactsheet,wform,0,15,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
wform_zjf_wikxqi,wform,0,3,f_tenant_id,nvarchar,D4-Workflow,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
WH_BasicData,WH,208,3,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_Bill,WH,2,16,NONE,varchar,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_BillAutoID,WH,4,3,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_BillDetail,WH,4,15,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_CheckBillDetail,WH,19,12,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_Customer,WH,1,13,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_CustomerClass,WH,2,4,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_Depot,WH,2,5,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_DepotMaterial,WH,2,12,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_Dept,WH,2,4,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_Material,WH,4,14,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_MaterialClass,WH,1,4,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_Project,WH,1,4,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_RemoveBill,WH,8,10,NONE,varchar,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_RemoveBillDetail,WH,13,12,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_StorageType,WH,4,3,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_Supplier,WH,1,10,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WH_SupplierClass,WH,3,3,NONE,int,D12-WH-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_BasicData,WM,29,3,NONE,int,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_Bill,WM,151,20,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_BillAutoID,WM,4,3,NONE,int,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_BillDetail,WM,1629,16,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_CheckBill,WM,1,11,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_CheckBillDetail,WM,1613,14,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_Client,WM,1,16,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_ClientClass,WM,0,4,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_Depot,WM,1,5,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_DepotMaterial,WM,0,15,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_Dept,WM,1,7,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_Employee,WM,3,8,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_Material,WM,739,17,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_Project,WM,0,4,NONE,nchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_RemoveBill,WM,5,12,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_RemoveBillDetail,WM,7,13,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_StorageClass,WM,9,7,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_StorageType,WM,8,3,NONE,int,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_Supplier,WM,1,12,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_SupplierClass,WM,0,14,NONE,nvarchar,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
WM_TaxRate,WM,0,4,NONE,int,D12-WM-ORPHAN,NG1-grep-zero-refs,UNKNOWN,,,,grep SugarTable("WM_/WH_/Demo_ = 0 matches; code orphan
zx_sys_config,zx,2,17,NONE,varchar,D2-Tenant,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
zx_sys_db,zx,5,8,NONE,varchar,D2-Tenant,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
zx_system_db,zx,0,8,NONE,NONE,D2-Tenant,NG0-prefix-cluster+NG1-db,OWNED-PENDING,,,,ng1-batch1/db-matrix-raw.tsv
